country,date,GDP_PER_CAPITA,LIFE_EXPECTANCY,YOUTH_UNEMPLOYED,HIGH_TECH_EXPORTS,HOMICIDE_INDEX,RULE_OF_LAW_INDEX,INCOME_INEQUALITY,GENDER_PARITY_TERTIARY_EDUCATION
"Korea, Rep.",2013,37021.1341641003,81.2707317073171,7.91581943631172,29.8180766409865,0.69916568876,79.81221,,0.99956
"Korea, Rep.",2012,36049.1934873539,80.819512195122,7.16089382767677,28.2250178965673,0.86894615948,80.75117,31.6,
"Korea, Rep.",2011,35388.9769124478,80.5682926829269,6.71487599611282,28.1829935588896,0.80946202049,81.69014,,
"Korea, Rep.",2010,34394.4904890551,80.1170731707317,7.16726407408714,32.0752710596664,0.97815717893,81.51659,32.0,
"Korea, Rep.",2009,32363.9686586535,79.9682926829268,8.38892981410027,32.0648238413873,1.0786456074,81.99052,,
"Korea, Rep.",2008,32275.1252504764,79.5170731707317,9.6445232629776,30.3342082673989,0.87353051056,78.84615,32.3,
"Korea, Rep.",2007,31569.9311989123,79.119512195122,6.92942664027214,32.2276845061515,0.87774082341,83.25359,,
"Korea, Rep.",2006,29990.5220008606,78.6682926829268,,,0.850396174,76.07655,31.7,
"Korea, Rep.",2005,28640.7062360909,78.1682926829268,8.15617516636848,,0.84398290864,82.29665,,
North Macedonia,2019,16600.1436488516,75.797,,4.22257540352762,,46.15385,,
North Macedonia,2018,16093.3104230501,75.688,,4.04907984534283,1.2002168072,45.19231,33.0,1.02091
North Macedonia,2017,15649.9274193472,75.589,45.8629012107849,3.98161562512774,1.4889557905,46.63462,34.2,1.02792
North Macedonia,2016,15491.7435930236,75.498,,2.08180715442882,0.91313403943,44.23077,34.5,
North Macedonia,2015,15072.9475418471,75.406,,3.36913103465701,1.2023074685,49.51923,35.6,1.01554
North Macedonia,2014,14524.1946989175,75.299,,3.29601797583182,1.684490177,56.25,35.2,1.0364
North Macedonia,2013,14027.1309671367,75.171,,3.78249877947617,1.0596970711,48.82629,36.2,1.02094
North Macedonia,2012,13640.2240111418,75.019,,4.0704926716407,1.3980788468,47.88733,38.1,1.03145
North Macedonia,2011,13714.575216367,74.846,,4.11018341119775,1.4475383163,48.35681,39.4,1.03211
North Macedonia,2010,13412.3128319948,74.662,,3.55667551790127,2.076555352,46.91943,40.2,1.02626
North Macedonia,2009,12987.1715790165,74.484,,3.16456902704557,1.6916139447,46.91943,42.8,1.05698
North Macedonia,2008,13044.7636415746,74.324,,1.29153113756907,1.6930221849,43.26923,,1.00118
North Macedonia,2007,12379.370695841,74.19,,0.902080460913641,2.0334965295,41.62679,,0.99331
North Macedonia,2006,11639.5430449541,74.08,58.2299590110779,,2.2296198207,36.84211,,0.99511
North Macedonia,2005,11086.1567452985,73.986,61.0041737556458,,2.13563205,44.49761,,0.99876
Malta,2019,43950.5880527847,82.6,,29.7816761361601,,79.80769,,
Malta,2018,43313.4770253615,82.4487804878049,,33.1552186594632,1.5936073579,81.73077,28.7,0.97138
Malta,2017,42644.0508459903,82.3463414634146,,30.6175857192491,2.0550995011,84.61539,29.2,0.98822
Malta,2016,40536.7181783198,82.4536585365854,11.998925358057,22.2832459292188,1.1465286552,81.25,29.1,1.00314
Malta,2015,39845.1145672313,81.8975609756097,16.7547941207886,30.8440802133861,0.92259646323,83.65385,29.4,1.01198
Malta,2014,37230.2783945938,82.0463414634146,16.1250352859497,34.7599328077585,1.39473256,86.05769,29.0,1.01928
Malta,2013,35287.4650790984,81.7463414634146,12.8466323018074,38.7516247121102,1.6426372306,87.32394,28.8,0.99281
Malta,2012,33929.3399168818,80.7463414634146,13.5661318898201,46.0922595569307,2.8448895116,87.32394,29.4,0.96412
Malta,2011,32881.833840119,80.7463414634146,14.9334609508514,47.5159408284268,0.71818442976,86.85446,29.1,0.96749
Malta,2010,32867.9400344911,81.3975609756098,16.2237361073494,47.1777234090787,0.96558416635,89.09953,29.0,0.97218
Malta,2009,31294.902312803,80.2414634146342,18.2963728904724,48.0318370232083,0.97191411195,90.52132,30.2,0.98058
Malta,2008,31893.3586848943,79.6365853658537,,50.4457335007486,1.4652265118,91.82692,29.0,1.01668
Malta,2007,30918.4982683604,79.7926829268293,,53.0406692485423,0.98074310905,92.3445,29.2,1.00109
Malta,2006,29612.6017959763,79.4390243902439,,,0.0,91.38756,28.0,0.96826
Malta,2005,28992.9245490961,79.3,,,0.9884866023,90.90909,,1.04411
Nicaragua,2019,5451.7078347038,74.485,,1.06257050637448,,9.615385,,
Nicaragua,2018,5729.68822390273,74.275,,0.67688179328899,,13.46154,,
Nicaragua,2017,6004.02858029106,74.068,,0.599501196678806,,29.32692,,
Nicaragua,2016,5811.88305830319,73.86,,0.798709505298474,7.1859479027,29.80769,,
Nicaragua,2015,5630.40573760444,73.649,,0.583114217891802,8.4200594096,26.44231,,
Nicaragua,2014,5443.27808191084,73.429,12.8386288881302,0.46846421226605,8.5466829591,27.40385,46.2,
Nicaragua,2013,5263.48483906415,73.197,,0.395542694764727,9.7979995586,31.4554,,
Nicaragua,2012,5083.36301095928,72.951,,0.262801731963708,11.249421231,28.6385,,
Nicaragua,2011,4837.5370907848,72.692,,6.71165281131589,12.50204344,28.6385,,
Nicaragua,2010,4611.78569153692,72.428,,5.38343550533853,13.478574561,23.69668,,1.03157
Nicaragua,2009,4477.40950006343,72.167,16.1152809858322,5.90293456166908,13.958658006,23.69668,43.9,
Nicaragua,2008,4693.62809698984,71.915,,0.947223752177985,12.98647219,24.03846,,1.01475
Nicaragua,2007,4600.53606266194,71.673,,4.73966151276072,12.772657783,23.92344,,1.02127
Nicaragua,2006,4438.89605357861,71.436,,,13.094519762,26.31579,,1.02345
Nicaragua,2005,4320.75032069298,71.195,13.4477913379669,,13.403958158,33.01435,48.8,1.02611
Norway,2019,64452.812617024,82.9073170731707,,22.618362488349,,99.51923,,
Norway,2018,64341.2589026158,82.7585365853659,,21.2669410123196,0.46834371183,99.51923,27.6,1.00161
Norway,2017,64050.7561654656,82.609756097561,,21.6335070775967,0.52866856333,99.51923,27.0,1.00353
Norway,2016,63104.1003947269,82.4073170731707,15.62839448452,21.0121413135774,0.5141926699,99.51923,28.5,1.00032
Norway,2015,62987.5358625454,82.3048780487805,13.0715429782867,22.3331263405047,0.46155381708,98.55769,27.5,1.00416
Norway,2014,62390.1497031613,82.1,16.6569039225578,22.3755171448379,0.56395338322,99.03846,26.8,1.00393
Norway,2013,61878.9944110006,81.7512195121951,10.8331046998501,21.0636804697985,0.90560807645,100.0,26.4,0.99942
Norway,2012,61990.7116232878,81.4512195121951,10.8554914593697,21.1641089671045,0.53852272446,100.0,25.7,0.99814
Norway,2011,61157.1489347399,81.2951219512195,10.5658836662769,21.6005630912963,2.2431787662,98.12206,25.3,0.99565
Norway,2010,61353.4963937525,80.9975609756098,10.9559670090675,20.4697825688849,0.59354736242,98.5782,25.7,0.99189
Norway,2009,61689.5777152826,80.7951219512195,10.5550669133663,19.8210704453761,0.60080628203,98.10426,26.2,0.99729
Norway,2008,63570.3612363011,80.5926829268293,10.7543848454952,18.6694490892363,0.71263676862,100.0,27.0,1.00182
Norway,2007,64062.4369139561,80.3951219512195,9.63656976819038,17.98035962962,0.63567362228,99.04306,27.1,
Norway,2006,62846.9582138128,80.3439024390244,13.9137446880341,,0.70618657963,99.52153,26.4,
Norway,2005,61870.3837851071,80.0414634146342,15.196667611599,,0.71238002063,98.56459,30.6,
Poland,2019,33120.517844588,77.8560975609756,,10.1128829632597,,65.86539,,
Poland,2018,31674.1316243417,77.6024390243903,,10.6212569418825,0.73045470014,66.82692,30.2,0.99689
Poland,2017,30064.5034841771,77.7536585365854,,10.9076936554083,0.75619494927,66.34615,29.7,0.98794
Poland,2016,28682.6939326326,77.8512195121951,13.6844024062157,11.0291772603821,0.68440471715,73.07692,31.2,
Poland,2015,27797.0584233597,77.4512195121951,26.6513586044312,11.0208101804332,0.78350792589,76.44231,31.8,
